id,overall,difficulty,review_count,interest,mentions_accent,mentions_ta,hotness,scientific_age,rank,gender,race,discipline,uni_type,uni_control
2742,3.285714286,4.071428571,14,3.5,FALSE,FALSE,cold,17,Associate Professor,M,white,Engineering,other,public
2743,4.472222222,3.555555556,18,4,FALSE,FALSE,cold,26,Professor,M,UNK,Humanities,r1,private
2753,3,3.25,4,4,FALSE,FALSE,cold,11,Associate Professor,F,white,Natural Sciences,r1,public
2768,4.285714286,1.285714286,14,3.642857143,FALSE,FALSE,hot,24,Professor,M,non-white,Medical sciences,r1,public
2806,4.35,2.2,10,3.6,FALSE,FALSE,cold,11,Associate Professor,M,white,Medical sciences,r1,public
2809,3.8875,4.625,25,4,FALSE,TRUE,cold,46,Professor,M,white,Natural Sciences,r2,public
2810,3.62,2.82,25,3.108108108,FALSE,TRUE,hot,14,Associate Professor,M,white,Social Sciences,r1,private
2813,2.852941176,3.705882353,17,3,FALSE,FALSE,cold,23,Associate Professor,F,white,Medical sciences,r1,public
2814,4.214285714,4,14,4.307692308,FALSE,FALSE,hot,13,Associate Professor,F,white,Humanities,r2,public
2823,1.125,4.75,4,4,FALSE,FALSE,cold,35,Professor,M,white,Engineering,r1,public
2839,4.8,1.6,10,3.125,TRUE,FALSE,hot,19,Associate Professor,M,white,Humanities,r1,public
2840,3.5625,2.625,16,4,FALSE,FALSE,cold,36,Professor,M,white,Natural Sciences,r1,public
2869,5,3.6,5,5,FALSE,FALSE,cold,30,Professor,M,white,Natural Sciences,r1,public
2881,3.285714286,3.142857143,7,4,FALSE,FALSE,cold,35,Professor,F,white,Humanities,r1,public
2939,3.285714286,3.523809524,21,2.533333333,FALSE,TRUE,cold,25,Professor,M,white,Medical sciences,r2,private
2963,1.9,4.5,10,3,FALSE,FALSE,cold,34,Professor,M,white,Natural Sciences,r2,public
2965,2.818181818,3.454545455,11,3.454545455,TRUE,FALSE,cold,11,Assistant Professor,F,white,Social Sciences,other,public
2984,4.25,3.75,4,5,FALSE,FALSE,cold,44,Professor,F,white,Humanities,r1,public
2993,4,2.285714286,7,3.5,FALSE,FALSE,hot,23,Professor,M,white,Medical sciences,r1,public
2996,3.625,4,4,3,FALSE,FALSE,cold,16,Professor,M,UNK,Natural Sciences,r2,public
3000,3.75,2.75,4,3.75,FALSE,FALSE,cold,34,Associate Professor,F,white,Humanities,other,public
3021,2.595238095,3.476190476,21,3.55,FALSE,TRUE,cold,34,Professor,M,white,Natural Sciences,r1,public
3049,4.125,4.25,4,3.5,FALSE,FALSE,hot,17,Associate Professor,M,UNK,Humanities,r1,private
3050,4.568181818,2.5,22,3.5625,FALSE,TRUE,hot,29,Professor,M,UNK,Humanities,r1,public
3065,4.388888889,2.666666667,18,4.357142857,TRUE,FALSE,cold,28,Professor,M,white,Humanities,r1,public
3140,4.2,3.2,5,4.4,FALSE,FALSE,cold,8,Associate Professor,M,non-white,Social Sciences,r1,public
3150,2.725,3.55,20,4.142857143,FALSE,FALSE,cold,18,Professor,M,white,Engineering,r1,public
3174,3.03030303,3.545454545,25,3.28,FALSE,TRUE,cold,15,Assistant Professor,M,white,Engineering,r1,public
3182,4.59375,3,16,4.333333333,FALSE,FALSE,hot,16,Associate Professor,M,white,Humanities,r1,public
3208,4.5,2.25,4,3.666666667,FALSE,FALSE,hot,18,Associate Professor,F,white,Humanities,r1,public
3223,4,2.666666667,6,2.833333333,TRUE,FALSE,cold,12,Associate Professor,M,UNK,Engineering,r2,public
3254,3.5,3.857142857,7,3.571428571,FALSE,FALSE,cold,10,Associate Professor,M,non-white,Humanities,r2,private
3261,3.4,3,5,3.6,FALSE,FALSE,cold,28,Professor,M,white,Social Sciences,r1,public
3269,4.727272727,3.545454545,11,4.333333333,FALSE,FALSE,cold,18,Associate Professor,M,white,Engineering,other,private
3278,3.708333333,2.25,24,2.8125,TRUE,FALSE,cold,9,Associate Professor,F,UNK,Social Sciences,r1,public
3283,1.5,4.428571429,7,3,FALSE,FALSE,cold,33,Professor,M,UNK,Engineering,other,public
3295,4.485294118,2.352941176,25,3.772727273,FALSE,FALSE,cold,41,Professor,M,white,Natural Sciences,r1,public
3321,4.037735849,3.58490566,25,3.226415094,FALSE,TRUE,cold,21,Professor,M,non-white,Natural Sciences,r1,public
3327,3.078947368,4.578947368,19,3.315789474,FALSE,FALSE,cold,18,Assistant Professor,M,white,Natural Sciences,r2,public
3339,3.518518519,3,25,3.714285714,FALSE,TRUE,cold,18,Professor,M,UNK,Social Sciences,r1,public
3341,2.954545455,3.181818182,11,3.714285714,FALSE,FALSE,cold,21,Professor,M,non-white,Natural Sciences,r1,public
3343,3.8,2.4,5,4,FALSE,FALSE,hot,10,Associate Professor,F,UNK,Social Sciences,r2,private
3424,3,3.833333333,6,3.75,FALSE,FALSE,cold,32,Professor,F,white,Social Sciences,r1,public
3427,2.25,3.166666667,6,3.5,TRUE,FALSE,cold,24,Professor,M,UNK,Medical sciences,r1,public
3429,4.428571429,3.285714286,7,5,FALSE,FALSE,cold,34,Professor,M,UNK,Engineering,r1,public
3431,4.1,3.4,5,3,FALSE,FALSE,cold,44,Professor,M,UNK,Natural Sciences,r1,public
3462,1.227272727,4.818181818,11,3.2,FALSE,FALSE,cold,40,Professor,M,white,Natural Sciences,r2,public
3473,3.863636364,2.818181818,11,3.6,FALSE,TRUE,hot,27,Professor,M,white,Social Sciences,r1,public
3489,1.5,4.25,4,1.5,FALSE,FALSE,cold,43,Professor,M,white,Social Sciences,r1,public
3510,2.375,4.25,4,2.25,FALSE,FALSE,cold,14,Associate Professor,M,white,Social Sciences,r1,public
